ID	new_Prepositions_filtered	Imperfective lemma	Perfective lemma	group	Transit/Obj	arg_0	arg_1	arg_2	Examples: !Argument	comments: ?Complement *Collocation/Idiom	Distractors	Verb features
61	от!	столбенеть	остолбенеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
1836		стопорить	застопорить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1837		стопориться	застопориться		—							
1838		сторониться	посторониться		—	HEAD:Noun + Case:Genitive + Dependency_Type:obl						
1839	на! у? в? под? с?	стоять	постоять		—	HEAD:Preposition + Base:на + Gov_Case:Locative						
1995	с!	стравливать	стравить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
1840	от! из-за! в? при?	страдать	пострадать		—	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:из-за + Gov_Case:Genitive					
1841	от! против!	страховать	застраховать		HEAD:Noun + Case:Accusative	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:против + Gov_Case:Genitive					
1842	от! против!	страховаться	застраховаться		—	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:против + Gov_Case:Genitive					
1845	в! по! с? на? у?	стрелять	стрельнуть		HEAD:Noun + Case:Accusative + Dependency_Type:obj / HEAD:Preposition + Base:по + Gov_Case:Dative / HEAD:Preposition + Base:в + Gov_Case:Accusative			HEAD:Noun + Case:Instrumental				
2462	в! по! с? на? у?	стрелять	выстрелить		—	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Accusative					
1846	к! в? с? прежде? на?	стремиться	устремиться		—	HEAD:Preposition + Base:к + Gov_Case:Dative			стремился к успеху			
1847	под!	стричь	обстричь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:под + Gov_Case:Accusative						
1848	под!	стричь	остричь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:под + Gov_Case:Accusative						
1849	под! *в+POST	стричь	постричь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:под + Gov_Case:Accusative				*постричь в монахи		
1850		стричься	обстричься		—							
1851		стричься	остричься		—							
1852	*в+POST	стричься	постричься		—							
1853		строгать	выстрогать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1854	из! с? для? на? в?	строить	выстроить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive				*строить в ряд, ?строить в лесу		
1855	из! с? для? на? в?	строить	построить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
1856	из! с? для? на? в?	строить	состроить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
1857	на! по! в! с? перед?	строиться	выстроиться		—	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Locative				
1858	на! по! в! с?	строиться	построиться		—	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Locative				
1859		строчить	выстрочить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1860		строчить	настрочить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1861		строчить	прострочить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1862		струнить	приструнить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1863		стряпать	состряпать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative						
1864		студенеть	застуденеть		—							
1865		студить	остудить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1865		студить	затудить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1866		студиться	остудиться		—							
1867	по! в! на*	стучать	настучать		—	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Accusative					
1868	по! в! на? за?	стучать	постучать		—	HEAD:Preposition + Base:по + Gov_Case:Dative	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Noun + Case:Instrumental				
1869	в! к!	стучаться	постучаться		—	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:к + Gov_Case:Dative		стучаться в дверь	*в груди		
1870	за!	стыдить	пристыдить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative						
1871	за!	стыдиться	постыдиться		—	HEAD:Preposition + Base:за + Gov_Case:Accusative						
1872	с!	стыковать	состыковать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
1873	с! между?	стыковаться	состыковаться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
62		стынуть	застынуть	BECOM	—							
63		стынуть	остынуть	BECOM	—							
64	в? от? на? у? с?	стыть	застыть	BECOM	—					*застыть на миг, *на пороге		
65	в? к!	стыть	остыть	BECOM	—	HEAD:Preposition + Base:к + Gov_Case:Dative						
2360	за! в? о? на?	судить	засудить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative		HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:на + Gov_Case:Locative	судить вора за кражу			
2361	за! в? о? на?	судить	осудить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative		HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:на + Gov_Case:Locative				
2489	по!	судить			HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:по + Gov_Case:Dative			судить вора по статье // судить книгу по обложке			
1878		сулить	посулить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative						
1879		сулиться	посулиться		—							
1880		супить	насупить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1881		супиться	насупиться		—							
66		суроветь	посуроветь	BECOM	—							
160		сурьмить	насурьмить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1884		сурьмиться	насурьмиться		—							
1885		суслить	засуслить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1886		сусолить	засусолить		—							
1887		сутулить	ссутулить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1888		сутулиться	ссутулиться		—							
1889		сучить	ссучить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1889		сучить	засучить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1890	на?	сушить	высушить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1891	у?	сушиться	высушиться		—	HEAD:Noun + Case:Instrumental						
1892	за! на? с?	схватывать	схватить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:за + Gov_Case:Accusative			схватил его за грудки			
1893	с! на! по!	сходить	сойти		—	HEAD:Preposition + Base:с + Gov_Case:Genitive	HEAD:Preposition + Base:на + Gov_Case:Accusative	HEAD:Preposition + Base:по + Gov_Case:Dative	сходить с самолета // ! на землю // ! по трапу			
1893	с! на! за в к по	сходить	сойти		—	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:с + Gov_Case:Genitive	HEAD:Preposition + Base:к + Gov_Case:Dative / HEAD:Preposition + Base:за + Gov_Case:Instrumental / HEAD:Preposition + Base:по + Gov_Case:Locative / HEAD:Preposition + Base:по + Gov_Case:Dative				
1893	в! с!	сходиться	сойтись		—	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:с + Gov_Case:Instrumental		Сойтись во вкусах // Не сойтись характерами			
1894	от! до! в? по? за?	считать	посчитать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:до + Gov_Case:Genitive		! от одного до десяти			
1895	от! до! в? по? за?	считать	сосчитать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:до + Gov_Case:Genitive					
1895	за*	считать			HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:за + Gov_Case:Accusative			считал начальника идиотом	@кем-чем@ и (разг.) @за кого-что@.		
1896	с! по? в? у? до?	считаться	сосчитаться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
1897	за*	считаться	посчитаться		—	HEAD:Noun + Case:Instrumental / HEAD:Preposition + Base:за + Gov_Case:Accusative				@кем-чем@ и (разг.) @за кого-что@.		
67	от!	сыреть	отсыреть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
1899		таврить	затаврить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1900	от! в*	таить	утаить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:в + Gov_Case:Locative					
1901	с! на? под? в? вокруг?	танцевать	станцевать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
1902		таранить	протаранить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1903	на! от?	таращить	вытаращить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative						
1904	на!	таращиться	вытаращиться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
1905	у* в? на? из? за? с?	таскать	оттаскать		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:из + Gov_Case:Genitive / HEAD:Preposition + Base:за + Gov_Case:Instrumental / HEAD:Preposition + Base:с + Gov_Case:Genitive				
1905	в? на? из?	таскать	натаскать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Genitive + Dependency_Type:obl						
1906		тасовать	перетасовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1907		тасовать	стасовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1908		татуировать	вытатуировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj		HEAD:Preposition + Base:на + Gov_Case:Locative					
1909		тачать	вытачать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1910		тачать	стачать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1910	к!	тачать	притачать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative						
1911	в! на!	тащить	втащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:на + Gov_Case:Locative					
1911	из!	тащить	вытащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
1911		тащить	натащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1912	в! на!	тащить	затащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative	HEAD:Preposition + Base:на + Gov_Case:Locative					
1912	к!	тащить	подтащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative						
1912	к! из!	тащить	притащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:к + Gov_Case:Dative	HEAD:Preposition + Base:из + Gov_Case:Genitive					
1912	из! от! у*	тащить	стащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:у + Gov_Case:Genitive				
1912	из! от! у!	тащить	утащить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive	HEAD:Preposition + Base:от + Gov_Case:Genitive	HEAD:Preposition + Base:у + Gov_Case:Genitive				
68	на в под с	таять	растаять	BECOM	—		HEAD:Preposition + Base:в + Gov_Case:Locative / HEAD:Preposition + Base:от + Gov_Case:Genitive / HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:под + Gov_Case:Instrumental / HEAD:Preposition + Base:с + Gov_Case:Instrumental				
69		твердеть	затвердеть	BECOM	—							
1915	о! про!	твердить	затвердить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:про + Gov_Case:Accusative						
1917	с? в?	творить	сотворить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1918		творожить	створожить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1919		творожиться	створожиться		—							
1920		телеграфировать	протелеграфировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative						
1921		телефонировать	протелефонировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Dative						
1922		телиться	отелиться		—							
70	от! в? на?	темнеть	потемнеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
71	в? на? за?	темнеть	стемнеть	BECOM	—							
1925	от! на?	теплеть	потеплеть		—	HEAD:Preposition + Base:от + Gov_Case:Genitive				*потеплеть на душе, *потеплеть на десять градусов		
1926	в?	теребить	натеребить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1927	в! с?	тереть	растереть		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:в + Gov_Case:Accusative / HEAD:Preposition + Base:с + Gov_Case:Instrumental					
1928	о?	тереться	натереться		—	HEAD:Noun + Case:Instrumental						
1929	о!	тереться	потереться		—	HEAD:Preposition + Base:о + Gov_Case:Accusative						
1930	на!	терзать	растерзать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative						
1930		терзать	истерзать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1931	на?	терпеть	потерпеть		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1932	кроме- около- для- в-	терять	потерять		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1933	кроме- около- для- в-	терять	утерять		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1934	в?! из-	теряться	потеряться		—	HEAD:Preposition + Base:в + Gov_Case:Locative			теряться в догадках			
1935	в- из-	теряться	утеряться		—							
161		теснить	потеснить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1937		теснить	стеснить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1938	в?	тесниться	потесниться		—							
1939	в?	тесниться	стесниться		—							
1940		тешить	потешить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1941		тешиться	потешиться		—	HEAD:Noun + Case:Instrumental						
1942	у!	тибрить	стибрить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:у + Gov_Case:Genitive						
72		тихнуть	стихнуть	BECOM	—							
1944		тихнуть	утихнуть		—							
1945	из!	ткать	выткать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
1946	из!	ткать	соткать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
1947		толочь	истолочь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1948	в!	толочь	растолочь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:в + Gov_Case:Locative		! воду в ступе			
1949		толочь	столочь		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
73		толстеть	потолстеть	BECOM	—							
74		толстеть	растолстеть	BECOM	—							
1952		томить	истомить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
75	по! в? за?	томиться	истомиться	BECOM	—	HEAD:Preposition + Base:по + Gov_Case:Dative / HEAD:Preposition + Base:по + Gov_Case:Locative						
1954	в!	тонуть	потонуть		—	HEAD:Preposition + Base:в + Gov_Case:Locative						
1955	в!	тонуть	утонуть		—	HEAD:Preposition + Base:в + Gov_Case:Locative						
76		тончать	потончать	BECOM	—							
1957	в?	топить	вытопить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1958	в?	топить	истопить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1959	в!	топить	потопить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
1960	в?	топить	растопить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1961	в?	топить	стопить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1962	в!	топить	утопить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Locative						
1963		топиться	растопиться		—							
1964	в!	топиться	утопиться		—	HEAD:Preposition + Base:в + Gov_Case:Locative						
1965	в!	топнуть	потопнуть		—	HEAD:Preposition + Base:в + Gov_Case:Locative						
1966		топорщить	встопорщить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1967		топорщиться	встопорщиться		—							
1968		топтать	потоптать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1969		топтать	стоптать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1970		топырить	встопырить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1971		топырить	растопырить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1972		топыриться	встопыриться		—							
1973	с! на? в? без?	торговать	приторговать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:с + Gov_Case:Instrumental					
1974	с! на? в? без?	торговать	сторговать		—	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:с + Gov_Case:Instrumental					
1975	с! в?	торговаться	сторговаться		—	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:с + Gov_Case:Instrumental					
1976	сквозь! через!	торить	проторить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:сквозь + Gov_Case:Accusative / HEAD:Preposition + Base:через + Gov_Case:Accusative						
1977		тормозить	затормозить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1978		тормозиться	затормозиться		—							
1979		торопить	поторопить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1980	на! с?	торопиться	поторопиться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
1981		торцевать	заторцевать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1982		точить	выточить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1983		точить	заточить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1984		точить	наточить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1985	от!	тошнить	вытошнить	IMPERSONAL-STATE	—						 	HEAD:Verb+Number:Singular+Person:3+Tense:Present / HEAD:Verb+Number:Singular+Person:3+Tense:Future / HEAD:Verb+Number:Singular+Person:3+Tense:Past+Gender:Neuter
1986	от! на?	тошнить	стошнить	IMPERSONAL-STATE	—							HEAD:Verb+Number:Singular+Person:3+Tense:Present / HEAD:Verb+Number:Singular+Person:3+Tense:Future / HEAD:Verb+Number:Singular+Person:3+Tense:Past+Gender:Neuter
77	от!	тощать	отощать	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
1988	от!	тощать	потощать		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
1989		травенеть	затравенеть		—							
1990	из! с?	травить	вытравить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental	HEAD:Preposition + Base:из + Gov_Case:Genitive					
1991		травить	затравить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1992	на!	травить	натравить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative						
1993		травить	отравить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1994		травить	потравить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
1996		травиться	отравиться		—	HEAD:Noun + Case:Instrumental						
1997	с!	травиться	стравиться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
1998		тралить	протралить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
1999		трамбовать	вытрамбовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2000		трамбовать	затрамбовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2001		трамбовать	утрамбовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2002		транжирить	протранжирить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2003		транжирить	растранжирить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2004		транскрибировать	затранскрибировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2005		транскрибировать	протранскрибировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2006	на! по- около- в- без-	тратить	истратить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative						
2007	на! по- около- в- без-	тратить	потратить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:на + Gov_Case:Accusative						
2008	на!	тратиться	истратиться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
2009	на!	тратиться	потратиться		—	HEAD:Preposition + Base:на + Gov_Case:Accusative						
2010	на!	трафить	потрафить		—	HEAD:Noun + Case:Dative / HEAD:Preposition + Base:на + Gov_Case:Accusative						
2011	с! у! от! для? к? в?	требовать	потребовать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Genitive + Dependency_Type:obl	HEAD:Preposition + Base:у + Gov_Case:Genitive / HEAD:Preposition + Base:с + Gov_Case:Genitive / HEAD:Preposition + Base:от + Gov_Case:Genitive			?потребовать в плату, ?требовать в качестве		
2012	с! у! от! в? по? на?	требоваться	потребоваться		—	HEAD:Noun + Case:Dative				?требоваться в случае, ?требоваться в первую очередь		
2013		тревожить	встревожить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
2014		тревожить	потревожить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
2015	о! по!	тревожиться	встревожиться		—	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:по + Gov_Case:Dative						
2016	о! по!	тревожиться	потревожиться		—	HEAD:Preposition + Base:о + Gov_Case:Locative / HEAD:Preposition + Base:по + Gov_Case:Dative						
78		трезветь	отрезветь	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
2018	от!	трезветь	протрезветь		—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
162		трезвить	отрезвить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj						[HEAD:Noun + Case:Accusative, HEAD:Noun + Case:Dative]	
163		трезвить	протрезвить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2021	о!	трезвонить	растрезвонить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:о + Gov_Case:Locative						
2022		трелевать	стрелевать		—							
2023		тренировать	натренировать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2024	в! с! под-	тренироваться	натренироваться		—	HEAD:Preposition + Base:в + Gov_Case:Locative	HEAD:Preposition + Base:с + Gov_Case:Instrumental					
2025		треножить	стреножить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2026		трепать	истрепать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2027		трепать	оттрепать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2028	по!	трепать	потрепать		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:по + Gov_Case:Dative						
2029		трепать	растрепать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2030	с- по-	трепаться	истрепаться		—							
2031	с! по-	трепаться	потрепаться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
79		трескаться	потрескаться	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
2033		троить	утроить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2034	в! на-	трубить	оттрубить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative						
2035	в! на-	трубить	протрубить		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:в + Gov_Case:Accusative						
2036		трудить	утрудить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2465	над! на? для? в- с-	трудиться			—	HEAD:Preposition + Base:на + Gov_Case:Locative	HEAD:Preposition + Base:над + Gov_Case:Instrumental		трудиться на поле // ! на поприще // ! над задачей	*трудиться на благо		
2037		трусить	натрусить		—							
2038		трусить	струсить		POS:Verb + Verb_FORM:Infinitive							
80		трухляветь	иструхляветь	BECOM	—							
2040	из! от- за-	трясти	вытрясти		HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Preposition + Base:из + Gov_Case:Genitive						
2041		тузить	оттузить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
164		туманить	затуманить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj							
165		туманить	отуманить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj							
81		туманиться	затуманиться	BECOM	—							
82		туманиться	отуманиться	BECOM	—							
83		тупеть	отупеть	BECOM	—	HEAD:Preposition + Base:от + Gov_Case:Genitive						
166		тупить	затупить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2048		тупить	притупить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
84		тупиться	затупиться	BECOM	—							
85		тупиться	притупиться	BECOM	—							
2051		турить	вытурить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
86		тускнеть	потускнеть	BECOM	—							
87		тускнуть	потускнуть	BECOM	—							
88		тухнуть	затухнуть	BECOM	—							
89		тухнуть	потухнуть	BECOM	—							
90		тухнуть	протухнуть	BECOM	—							
91		тухнуть	стухнуть	BECOM	—							
92		тучнеть	отучнеть	BECOM	—							
93		тучнеть	потучнеть	BECOM	—							
2060		тушевать	затушевать		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
94		тушеваться	стушеваться	BECOM	—							
2062		тушить	затушить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2063		тушить	потушить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2064		тушить	стушить		HEAD:Noun + Case:Accusative + Dependency_Type:obj							
2065		тюковать	затюковать		—							
2066		тявкать	протявкать		—							
2067	с!	тягаться	потягаться		—	HEAD:Preposition + Base:с + Gov_Case:Instrumental						
95		тяжелеть	отяжелеть	BECOM	—							
96		тяжелеть	потяжелеть	BECOM	—							
167		тяжелить	отяжелить	XFORM	HEAD:Noun + Case:Accusative + Dependency_Type:obj	HEAD:Noun + Case:Instrumental						
